"DDATE","REGION","LINE_NUM","ID_BB_PARSEKEY","FLEX_ID","UNKNOWN1","UNKNOWN2","TICKER","EXCH_CODE","NAME","COUNTRY","CRNCY","SECURITY_TYP","PAR_AMT","EQY_PRIM_EXCH","EQY_PRIM_EXCH_SHRT","EQY_SIC_CODE","EQY_SIC_NAME","INDUSTRY_GROUP","INDUSTRY_SUBGROUP","INDUSTRY_SECTOR","ID_SEDOL1","ID_WERTPAPIER","ID_ISIN","ID_DUTCH","ID_VALOREN","ID_FRENCH","ID_BELGIUM","ID_BB_COMPANY","ID_BB_SECURITY","ID_CUSIP","ID_COMMON","ADR_UNDL_TICKER","ADR_SH_PER_ADR","DVD_CRNCY","EQY_DVD_SH_12M_NET","DVD_SH_12M","DVD_SH_LAST","LAST_DPS_GROSS","EQY_DVD_PCT_FRANKED","DVD_TYP_LAST","DVD_FREQ","DVD_PAY_DT","DVD_RECORD_DT","DVD_DECLARED_DT","EQY_SPLIT_DT","EQY_SPLIT_RATIO","DVD_EX_DT","EQY_DVD_EX_FLAG","INDUSTRY_SUBGROUP_NUM","CNTRY_ISSUE_ISO","MARKET_STATUS","ID_BB_PARENT_CO","ADR_UNDL_CMPID","ADR_UNDL_SECID","REL_INDEX","PX_TRADE_LOT_SIZE","PARENT_COMP_TICKER","PARENT_COMP_NAME","ID_LOCAL","LONG_COMP_NAME","PARENT_INDUSTRY_GROUP","PARENT_INDUSTRY_SUBGROUP","PARENT_INDUSTRY_SECTOR","VOTING_RIGHTS","ID_BB_PRIM_SECURITY_FLAG","PAR_VAL_CRNCY","EQY_SH_OUT","EQY_SH_OUT_DT","ID_BB_UNIQUE","MARKET_SECTOR_DES","IS_STK_MARGINABLE","A144_FLAG","TRANSFER_AGENT","EQY_PRIM_SECURITY_TICKER","EQY_PRIM_SECURITY_COMP_EXCH","IS_SETS","WHICH_JAPANESE_SECTION","ADR_ADR_PER_SH","EQY_PRIM_SECURITY_PRIM_EXCH","EQY_FUND_CRNCY","WHEN_ISSUED","CDR_COUNTRY_CODE","CDR_EXCH_CODE","CNTRY_OF_INCORPORATION","CNTRY_OF_DOMICILE","SEC_RESTRICT","EQY_SH_OUT_REAL","ADR_UNDL_CRNCY","MULTIPLE_SHARE","PX_QUOTE_LOT_SIZE","PX_ROUND_LOT_SIZE","ID_SEDOL2","SEDOL1_COUNTRY_ISO","SEDOL2_COUNTRY_ISO","ID_MIC_PRIM_EXCH","ID_MIC_LOCAL_EXCH","EQY_SH_OUT_TOT_MULT_SH","SECURITY_TYP2","ID_BB_PRIM_SECURITY","EQY_OPT_AVAIL","EQY_FREE_FLOAT_PCT","TICKER_AND_EXCH_CODE","EQY_INIT_PO_DT","EQY_PO_DT","EQY_INIT_PO_SH_PX","EQY_SPLIT_ADJ_INIT_PO_PX","EQY_FUND_TICKER","TOTAL_VOTING_SHARES_VALUE","ID_EXCH_SYMBOL","ID_BB_CONNECT","ID_NAICS_CODE","TOTAL_NON_VOTING_SHARES_VALUE","CDR_SETTLE_CODE","CFI_CODE","ID_BB_GLOBAL","COMPOSITE_ID_BB_GLOBAL","INDUSTRY_GROUP_NUM","INDUSTRY_SECTOR_NUM","EQY_PRIM_SECURITY_CRNCY","ID_BB_SEC_NUM_DES","FEED_SOURCE","ID_BB_GLOBAL_COMPANY","ID_BB_GLOBAL_COMPANY_NAME","UNDERLYING_ID_BB_GLOBAL","PRIMARY_UNDERLYING_ID_BB_GLOBAL","ID_BB_GLOBAL_SHARE_CLASS_LEVEL","PRIM_SECURITY_COMP_ID_BB_GLOBAL","TRADING_SYSTEM_IDENTIFIER","TRADING_SYSTEM_IDENTIFIER_DES","LSE_SEGMENT","LSE_SECTOR","DBTIMESTAMP"
"2020-07-13",Namr,"144",AAPL US Equity,AAPL.US,"0","123",AAPL,US,APPLE INC,US,USD,Common Stock,.000010000,NASDAQ GS,UW,"3571",ELEC COMPUTER,Computers,Computers,Technology,"2046251","865985",US0378331005,N.A.,N.A.,"905635",N.A.,"101695","1000","037833100","009718834", , ,USD,"3.130","3.130",.82,.82, ,Regular Cash,Quarter,"20200514","20200511","20200430","20140609","7 for 1","20200508",N,"668",US,ACTV, , , ,SPX,"1", , ,N.A.,Apple Inc, , , ,"1.0000",Y,USD,"4334.335","20200417",EQ0010169500001000,Equity,N.A.,N,"Computershare Investor Services, LLC",AAPL,US,N, , ,UW,USD,N,US,#A,US,US,"0","4334335000", ,N,"1.00","100",N.A.,US,N.A.,XNGS, ,"4334.3350",Common Stock,"1000",Y,"87.9380",AAPL US,"19801212","19810501","22.0000",.5580,AAPL US,"4334335000.0000",AAPL,"130","334111","0.0000",EX,ESVUFR,BBG000B9XRY4,BBG000B9XRY4,"20106","10013",USD,AAPL,US,BBG001FDZRP7,Apple Inc, , ,BBG001S5N8V8,BBG000B9XRY4, , , , ,"2020-07-12 22:12:25.244000"
